Titel,Notiz,URL,Kommentar
Nationalpark Tsingy de Bemaraha,,https://www.google.com/maps/place/Nationalpark+Tsingy+de+Bemaraha/data=!4m2!3m1!1s0x1f57f15d184db2dd:0xe23b9ce45982462b,
Fès,,https://www.google.com/maps/place/F%C3%A8s/data=!4m2!3m1!1s0xd9f8b484d445777:0x10e6aaaeedd802ef,
Jigme-Dorji-Nationalpark,,https://www.google.com/maps/place/Jigme-Dorji-Nationalpark/data=!4m2!3m1!1s0x39e1c9900117784f:0xf0abcd98ee76fa67,
Goldener Fels,,https://www.google.com/maps/place/Goldener+Fels/data=!4m2!3m1!1s0x30c30a774afb2ae1:0xe3bbe018e15e96fa,
Bandung,,https://www.google.com/maps/place/Bandung/data=!4m2!3m1!1s0x2e68e6398252477f:0x146a1f93d3e815b2,
Jakarta,,https://www.google.com/maps/place/Jakarta/data=!4m2!3m1!1s0x2e69f3e945e34b9d:0x5371bf0fdad786a2,
Singapur,,https://www.google.com/maps/place/Singapur/data=!4m2!3m1!1s0x31da1767b42b8ec9:0x400f7acaedaa420,
Neu-Delhi,,https://www.google.com/maps/place/Neu-Delhi/data=!4m2!3m1!1s0x390cfd5b347eb62d:0x52c2b7494e204dce,
Moskau,,https://www.google.com/maps/place/Moskau/data=!4m2!3m1!1s0x46b54afc73d4b0c9:0x3d44d6cc5757cf4c,
Shenzhen,,https://www.google.com/maps/place/Shenzhen/data=!4m2!3m1!1s0x3403f408d0e15291:0xfdee550db79280c9,
Hanoi,,https://www.google.com/maps/place/Hanoi/data=!4m2!3m1!1s0x3135ab9bd9861ca1:0xe7887f7b72ca17a9,
Shanghai,,https://www.google.com/maps/place/Shanghai/data=!4m2!3m1!1s0x35b27040b1f53c33:0x295129423c364a1,
Labyrinth Dreiländereck,,https://www.google.com/maps/place/Labyrinth+Dreil%C3%A4ndereck/data=!4m2!3m1!1s0x47c090a62b2f4d5d:0xdf7e0dae3f65e6a3,
Les Trois Bornes,,https://www.google.com/maps/place/Les+Trois+Bornes/data=!4m2!3m1!1s0x47c09a0b6cc83bef:0xca601f8cd66c6826,
Casita Mexicana,,https://www.google.com/maps/place/Casita+Mexicana/data=!4m2!3m1!1s0x47bf244f2a01dc5b:0xe320beef12f5c52c,
Flakes Corner,,https://www.google.com/maps/place/Flakes+Corner/data=!4m2!3m1!1s0x47bf2446faf9100f:0x4d1fbefd42458a7c,
485Grad Neapolitanische Pizza & Wein,,https://www.google.com/maps/place/485Grad+Neapolitanische+Pizza+%26+Wein/data=!4m2!3m1!1s0x47bf24461690374d:0x6ffbf11a6691026f,
Theaterakademie Köln,,https://www.google.com/maps/place/Theaterakademie+K%C3%B6ln/data=!4m2!3m1!1s0x47bf24510caf4b1b:0x8d7a504d9376a260,
Sion Sommerkino,,https://www.google.com/maps/place/Sion+Sommerkino/data=!4m2!3m1!1s0x47bf253980414f25:0xd8b9e549504c23ed,
Llanwrtyd Wells,,https://www.google.com/maps/place/Llanwrtyd+Wells/data=!4m2!3m1!1s0x486fb7363d29dc23:0xada01b32f07f88df,
Varberg,,https://www.google.com/maps/place/Varberg/data=!4m2!3m1!1s0x465029e864525f1d:0x4019078290e7b80,
Hateruma,,https://www.google.com/maps/place/Hateruma/data=!4m2!3m1!1s0x3460f59a6821d727:0x66804664c89e4212,
Main Tower,,https://www.google.com/maps/place/Main+Tower/data=!4m2!3m1!1s0x47bd0eac7a19bf27:0xe9432f6e53bd0bdf,
Eigg Pier,,https://www.google.com/maps/place/Eigg+Pier/data=!4m2!3m1!1s0x488c0ea12406791b:0x119014da44e7ac73,
Tristan da Cunha,,https://www.google.com/maps/place/Tristan+da+Cunha/data=!4m2!3m1!1s0x25a3b1a1af6dc9b:0x69ee2d95dc98aedb,
Darjeeling Himalayan Railway,,https://www.google.com/maps/place/Darjeeling+Himalayan+Railway/data=!4m2!3m1!1s0x39e439fe9f5653a7:0x2eb420c598db5426,
石硤尾山,,https://www.google.com/maps/place/%E7%9F%B3%E7%A1%A4%E5%B0%BE%E5%B1%B1/data=!4m2!3m1!1s0x340400caaf2ab1b3:0xd5400774a9afe73d,
"Sangeetha Vegetarian Restaurant, Hong Kong",,"https://www.google.com/maps/place/Sangeetha+Vegetarian+Restaurant,+Hong+Kong/data=!4m2!3m1!1s0x340400f1d566affd:0x3e9ce669b005642c",
Jumbo Kingdom,,https://www.google.com/maps/place/Jumbo+Kingdom/data=!4m2!3m1!1s0x3404001de5270c55:0x556b2dafdc2dac3d,
Sun Yat Sen Memorial Park,,https://www.google.com/maps/place/Sun+Yat+Sen+Memorial+Park/data=!4m2!3m1!1s0x3404007fc3352301:0x35d42f86dcda02ae,
Victoria Peak,,https://www.google.com/maps/place/Victoria+Peak/data=!4m2!3m1!1s0x3403ff89dfbeddb1:0x2e318b3c62d99338,
The Peak Neighbourhood,,https://www.google.com/maps/place/The+Peak+Neighbourhood/data=!4m2!3m1!1s0x340400740e2b189b:0x41a4bf30d3a9d94a,
Hong Kong Museum of History,,https://www.google.com/maps/place/Hong+Kong+Museum+of+History/data=!4m2!3m1!1s0x340400ef324094cd:0x8246fa46504f6922,
Kaltenberg Arena,,https://www.google.com/maps/place/Kaltenberg+Arena/data=!4m2!3m1!1s0x479c266a9bc78ccf:0x13796b183a718c8c,
Kinmata,,https://www.google.com/maps/place/Kinmata/data=!4m2!3m1!1s0x60010896a1af827f:0x663bcdb2b3a28bd1,
Hiiragi-ya,,https://www.google.com/maps/place/Hiiragi-ya/data=!4m2!3m1!1s0x6001062a8f33fab5:0x5e7d2fcf3fed5cd3,
Kōdai-ji,,https://www.google.com/maps/place/K%C5%8Ddai-ji/data=!4m2!3m1!1s0x600108dacf7b4db9:0x24512a795f6cc880,
Pan Pizza Station,,https://www.google.com/maps/place/Pan+Pizza+Station/data=!4m2!3m1!1s0x47ba4ca0d58efdfb:0xb28b3b132861dc9b,
Umemura,,https://www.google.com/maps/place/Umemura/data=!4m2!3m1!1s0x60010892d14e185b:0x8c032e87c75144b5,
See Im Berg,,https://www.google.com/maps/place/See+Im+Berg/data=!4m2!3m1!1s0x47bbbdbe46397a6d:0x7dac6b817eee8733,
Sandwichdealer,,https://www.google.com/maps/place/Sandwichdealer/data=!4m2!3m1!1s0x47ba4b5ba510844f:0x2b5650af308ada9,
Island,,https://www.google.com/maps/place/Island/data=!4m2!3m1!1s0x48d22b52a3eb6043:0x6f8a0434e5c1459a,
Angora - Orientalische Küche,,https://www.google.com/maps/place/Angora+-+Orientalische+K%C3%BCche/data=!4m2!3m1!1s0x47ba4cbd768feaa9:0x1bff27a0ac2fe6ac,
Hyotei,,https://www.google.com/maps/place/Hyotei/data=!4m2!3m1!1s0x600108e06cac9fc3:0x90837211da4c85dc,
Fundación Festa da Istoria,,https://www.google.com/maps/place/Fundaci%C3%B3n+Festa+da+Istoria/data=!4m2!3m1!1s0xd2f8aca7c5d16ed:0x14e0288aad8e604d,
